ID,Variantes,Codigo EAN,Detalle,Deta,Stock,Ver stk,Precio,Oferta,Publica,Envio,Moneda,Verificación,Proveedor
14693|14643,9,7798104465124,LUCY ANDERSON CORRECTOR DE TONOS,Precio sin impuestos nacionales      9.256,2,1,11200,,1,1,,MjAyNS0wNS0wOCAxNjo1NTowNw==,GLENS S.A.
14695|14643,9,7798104466169,LUCY ANDERSON CORRECTOR DE TONOS,Precio sin impuestos nacionales      9.256,2,1,11200,,1,1,,MjAyMy0xMC0xMyAyMDo0NjoxOQ==,GLENS S.A.
14697|14643,9,7798104466527,LUCY ANDERSON CORRECTOR DE TONOS,Precio sin impuestos nacionales      9.256,2,1,11200,,1,1,,MjAyMi0xMC0xNiAxOTowMToyNA==,GLENS S.A.
14699|14643,9,7798104466978,LUCY ANDERSON CORRECTOR DE TONOS,Precio sin impuestos nacionales      9.256,2,1,11200,,1,1,,MjAyMy0wMy0xMCAyMDoyNToxNQ==,GLENS S.A.
14701|14643,9,7798104467975,LUCY ANDERSON CORRECTOR DE TONOS,Precio sin impuestos nacionales      9.256,2,1,11200,,1,1,,MjAyMS0wNi0yNSAyMzo0MTozNA==,GLENS S.A.
14703|14643,9,7798148570570,LUCY ANDERSON CORRECTOR DE TONOS,Precio sin impuestos nacionales      9.256,2,1,11200,,1,1,,MjAyMy0wNy0xMSAwMTo0NTowMQ==,GLENS S.A.
14705|14643,9,7798148574851,LUCY ANDERSON CORRECTOR DE TONOS,Precio sin impuestos nacionales      9.256,2,1,11200,,1,1,,MjAyMy0wOC0xMCAwODo1NTozOA==,GLENS S.A.
14645,5,,LUCY ANDERSON CORRECTOR ULTRA CUBRITIVO,Precio sin impuestos nacionales      12.066,0,1,14600,,1,1,ARS,MjAyNS0xMS0xOCAxMjowMjozMQ==,GLENS S.A.
14707|14645,5,7798329782075,LUCY ANDERSON CORRECTOR ULTRA CUBRITIVO,Precio sin impuestos nacionales      12.066,2,1,14600,,1,1,,MjAyNC0wMi0wOCAxOTo0NzoxNA==,GLENS S.A.
14709|14645,5,7798329782068,LUCY ANDERSON CORRECTOR ULTRA CUBRITIVO,Precio sin impuestos nacionales      12.066,2,1,14600,,1,1,,MjAyNS0wNS0wOCAxNjo1NTowOA==,GLENS S.A.
28068|14645,5,7798329783942,LUCY ANDERSON CORRECTOR ULTRA CUBRITIVO,Precio sin impuestos nacionales      12.066,2,1,14600,,1,1,,MjAyNS0wOC0xMCAwOTo0MTo1OQ==,GLENS S.A.
28070|14645,5,7798329783959,LUCY ANDERSON CORRECTOR ULTRA CUBRITIVO,Precio sin impuestos nacionales      12.066,2,1,14600,,1,1,,MjAyNS0wOC0xMCAwOTo0MTo1OQ==,GLENS S.A.
28072|14645,5,7798329785618,LUCY ANDERSON CORRECTOR ULTRA CUBRITIVO,Precio sin impuestos nacionales      12.066,2,1,14600,,1,1,,MjAyNS0wOC0xMCAwOTo0MTo1OQ==,GLENS S.A.
14647,5,,LUCY ANDERSON ESMALTE CALCIO GEL,Precio sin impuestos nacionales      5.950,0,1,7200,,1,1,ARS,MjAyNS0xMS0xOCAxMjowMjozMg==,GLENS S.A.
14713|14647,5,7798329781917,LUCY ANDERSON ESMALTE CALCIO GEL,Precio sin impuestos nacionales      5.950,2,1,7200,,1,1,,MjAyMS0wNi0yNSAyMzo0MjozNQ==,GLENS S.A.
14715|14647,5,7798329781900,LUCY ANDERSON ESMALTE CALCIO GEL,Precio sin impuestos nacionales      5.950,2,1,7200,,1,1,,MjAyNS0wNS0wOCAxNjo1NTowOA==,GLENS S.A.
14717|14647,5,7798329781672,LUCY ANDERSON ESMALTE CALCIO GEL,Precio sin impuestos nacionales      5.950,2,1,7200,,1,1,,MjAyMy0wNy0wNiAxOToxODozMg==,GLENS S.A.
14719|14647,5,7798329781689,LUCY ANDERSON ESMALTE CALCIO GEL,Precio sin impuestos nacionales      5.950,2,1,7200,,1,1,,MjAyMy0wMy0zMSAxMTo1ODoyMQ==,GLENS S.A.
30260|14647,5,7798329784109,LUCY ANDERSON ESMALTE CALCIO GEL,Precio sin impuestos nacionales      5.950,2,1,7200,,1,1,,MjAyNS0xMi0wNCAxMjowNzozMw==,GLENS S.A.
14649,14,,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,ARS,MjAyNS0xMS0xOCAxMjowMjozMg==,GLENS S.A.
14721|14649,14,7798148578262,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNC0wNC0wNSAxODozNjoyOQ==,GLENS S.A.
14723|14649,14,7798148578286,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyMy0wOC0yOCAyMDozNjoxOQ==,GLENS S.A.
14731|14649,14,7798148579009,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNC0xMi0wNyAxNzowOTowMw==,GLENS S.A.
14735|14649,14,7798329780668,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNC0wNC0wNSAxODozNjoyOQ==,GLENS S.A.
14741|14649,14,7798329781658,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNC0xMi0wNyAxNzowOTowMw==,GLENS S.A.
14745|14649,14,7798329781931,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyMy0wMy0zMSAxMTo1ODoyMQ==,GLENS S.A.
30262|14649,14,7798148578323,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNS0xMi0wNCAxMjowOToxNw==,GLENS S.A.
30264|14649,14,7798148578330,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNS0xMi0wNCAxMjowOToxNw==,GLENS S.A.
30266|14649,14,7798329783195,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNS0xMi0wNCAxMjowOToxNw==,GLENS S.A.
30268|14649,14,7798329784079,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNS0xMi0wNCAxMjowOToxNw==,GLENS S.A.
30270|14649,14,7798329784086,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNS0xMi0wNCAxMjowOToxNw==,GLENS S.A.
30272|14649,14,7798329787643,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNS0xMi0wNCAxMjowOToxNw==,GLENS S.A.
30274|14649,14,7798329787650,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNS0xMi0wNCAxMjowOToxNw==,GLENS S.A.
30276|14649,14,7798329787674,LUCY ANDERSON ESMALTE GEL,Precio sin impuestos nacionales      5.620,2,1,6800,,1,1,,MjAyNS0xMi0wNCAxMjowOToxNw==,GLENS S.A.
14651,4,,LUCY ANDERSON ILUMINADOR EN POLVO GLOW,Precio sin impuestos nacionales      13.802,0,1,16700,,1,1,ARS,MjAyNS0xMS0xOCAxMjowMjozMg==,GLENS S.A.
14749|14651,4,7798329781542,LUCY ANDERSON ILUMINADOR EN POLVO GLOW,Precio sin impuestos nacionales      13.802,2,1,16700,,1,1,,MjAyNC0xMC0xMCAxMzozMjoxNA==,GLENS S.A.
14751|14651,4,7798329782020,LUCY ANDERSON ILUMINADOR EN POLVO GLOW,Precio sin impuestos nacionales      13.802,2,1,16700,,1,1,,MjAyNi0wMi0yMiAyMDo0MTozOQ==,GLENS S.A.
28078|14651,4,7798329783997,LUCY ANDERSON ILUMINADOR EN POLVO GLOW,Precio sin impuestos nacionales      13.802,2,1,16700,,1,1,,MjAyNS0wOC0xMCAwOTo0NDowMQ==,GLENS S.A.
28080|14651,4,7798329784543,LUCY ANDERSON ILUMINADOR EN POLVO GLOW,Precio sin impuestos nacionales      13.802,2,1,16700,,1,1,,MjAyNS0wOC0xMCAwOTo0NDowMQ==,GLENS S.A.
14655,2,,LUCY ANDERSON POLVO COMPACTO HD BRONCEANTE,Precio sin impuestos nacionales      13.223,0,1,16000,,1,1,ARS,MjAyNS0xMS0xOCAxMjowMjozMg==,GLENS S.A.
14763|14655,2,7798329780552,LUCY ANDERSON POLVO COMPACTO HD BRONCEANTE,Precio sin impuestos nacionales      13.223,2,1,16000,,1,1,,MjAyMy0wOS0yOCAxNToxNzowMg==,GLENS S.A.
14765|14655,2,7798329781559,LUCY ANDERSON POLVO COMPACTO HD BRONCEANTE,Precio sin impuestos nacionales      13.223,1,1,16000,,1,1,,MjAyNi0wMS0yOCAxMjoxOTo0Ng==,GLENS S.A.
14659,2,,LUCY ANDERSON RUBOR,Precio sin impuestos nacionales      11.488,0,1,13900,,1,1,ARS,MjAyNS0xMS0xOCAxMjowMjozMg==,GLENS S.A.
14773|14659,2,7798329782044,LUCY ANDERSON RUBOR,Precio sin impuestos nacionales      11.488,2,1,13900,,1,1,,MjAyNi0wMS0yNCAyMjowMzowNg==,GLENS S.A.
14775|14659,2,7798329782037,LUCY ANDERSON RUBOR,Precio sin impuestos nacionales      11.488,2,1,13900,,1,1,,MjAyMS0wNi0yNSAyMzo0NTo0OA==,GLENS S.A.
15258,,7790520999429,BAYGON AEROSOL MOSCAS Y MOSQUITOS X 300,Precio sin impuestos nacionales      3.719,6,1,4500,,1,1,ARS,MjAyNi0wNC0xNiAxNDo1NjozNg==,SC JOHNSON ARG SAIC
3847,,7790375000042,BAGOVIT A AUTOBRONCEANTE EMULSION,Precio sin impuestos nacionales      16.116,3,1,19500,,1,1,ARS,MjAyNi0wNC0xMyAxMjo0NTo0NQ==,LABORATORIOS BAGO SA
3849,,7790375000134,BAGOVIT A EMULSION x 200,Precio sin impuestos nacionales      9.174,3,1,11100,,1,1,ARS,MjAyNi0wNC0xMyAxMjo0NTo0NQ==,LABORATORIOS BAGO SA
3853,,7790375001308,BAGOVIT A EMULSION PIEL EXTRA SECA x 350,Precio sin impuestos nacionales      11.442,3,1,11100,13845,1,1,ARS,MjAyNi0wNC0xMyAxMjo0NTo0NQ==,LABORATORIOS BAGO SA
3865,,7790375004361,BAGOVIT A CREMA CONTORNO OJOS x 15 ,Precio sin impuestos nacionales      25.041,3,1,30300,,1,1,ARS,MjAyNi0wNC0xMyAxMjo0NTo0NQ==,LABORATORIOS BAGO SA
3867,,7790375004385,BAGOVIT A EMULSION EFECTO SEDA x 350,Precio sin impuestos nacionales      17.273,2,1,20900,,1,1,ARS,MjAyNi0wNC0xMyAxMjo0NTo0NQ==,LABORATORIOS BAGO SA
3871,,7790375245054,BAGOVIT A CREMA CLASIC x 200,Precio sin impuestos nacionales      11.442,1,1,21300,13845,1,1,ARS,MjAyNi0wNC0xMyAxMjo0NTo0NQ==,LABORATORIOS BAGO SA
3873,,7790375245061,BAGOVIT A CREMA LIGHT x 100,Precio sin impuestos nacionales      11.405,3,1,13800,,1,1,ARS,MjAyNi0wNC0xMyAxMjo0NTo0NQ==,LABORATORIOS BAGO SA
3875,,7790375260941,BAGOVIT A CREMA CLASIC x 100,Precio sin impuestos nacionales      8.541,3,1,15900,10335,1,1,ARS,MjAyNi0wNC0xMyAxMjo0NTo0NQ==,LABORATORIOS BAGO SA
3877,,7790375267285,BAGOVIT A EMULSION x 350 ,Precio sin impuestos nacionales      15.702,0,1,19000,,0,1,ARS,MjAyNi0wNC0xMyAxMjo0NTo0NQ==,LABORATORIOS BAGO SA
13001,,7790375268787,BAGOVIT A CREMA CLASSIC X 50,Precio sin impuestos nacionales      9.174,3,1,11100,,1,1,ARS,MjAyNi0wNC0xMyAxMjo0NTo0NQ==,LABORATORIOS BAGO SA
12315,,3274872357129,AQUA KENZO FEMME EDT X 30,Precio sin impuestos nacionales      80.083,2,1,96900,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyNzo1MA==,FACSA (KENZO)
15912,,3274872396180,GIVENCHY ANGE OU DEMON EDP X  50 ,Precio sin impuestos nacionales      202.066,2,1,244500,,1,1,ARS,MjAyNi0wNC0xNCAwMDoyNzo1MA==,FACSA (GIV)
4405,,7798095230022,APLICADOR  DE TINTURA,Precio sin impuestos nacionales      1.157,3,1,1400,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1MDozNg==,ADDAFE SA
4415,,7798095231517,CAPA CORTA PARA TINTURA,Precio sin impuestos nacionales      4.050,3,1,4900,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1MDozNw==,ADDAFE SA
4417,,7798095231524,CAPA PLASTICA LARGA CON MANGA,Precio sin impuestos nacionales      5.868,3,1,7100,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1MDozNw==,ADDAFE SA
4421,,7798095233399,BOLS TINTURA GRANDE,Precio sin impuestos nacionales      1.488,3,1,1800,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1MDozNw==,ADDAFE SA
4433,,7798095237434,CEPILLO CARTERA MODELO 8580,Precio sin impuestos nacionales      5.950,3,1,7200,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1MDozNw==,ADDAFE SA
4447,,7798144625922,CEPILLO ARAÑA ROJO,Precio sin impuestos nacionales      6.983,3,1,8450,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1MDozNw==,ADDAFE SA
16164,,6928526061050,ANTIFAZ CON GEL REF IM SLEEP,Precio sin impuestos nacionales      2.975,3,1,3600,,1,1,ARS,MjAyNS0xMC0wOSAwMDowNjozNA==,QUEMODA SRL
4407,,7798095230787,ESPATULA P/CERA CHICA,Precio sin impuestos nacionales      0.909,3,1,1100,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1MDozNw==,ADDAFE SA
4423,,7798095233603,CEPILLO TERMICO 9560,Precio sin impuestos nacionales      12.810,3,1,15500,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1MDozNw==,ADDAFE SA
4437,,7798095238646,CEPILLO NEUMATICO DELFIN,Precio sin impuestos nacionales      4.876,3,1,5900,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1MDozNw==,ADDAFE SA
16156,,7919090166035,CITY GIRL CEPILLO MASAJEADOR EXFOL,Precio sin impuestos nacionales      2.893,3,1,3500,,1,1,ARS,MjAyNS0xMC0wOSAwMDowNjozNA==,ZIPPORA SRL
16178,,6930002191328,CEPILLO DE LIMPIEZA,Precio sin impuestos nacionales      0.744,3,1,900,,1,1,ARS,MjAyNS0xMC0wOSAwMDowNjozNA==,YAN GUILAN
4413,,7798095231319,GORRO DUCHA CRISTAL,Precio sin impuestos nacionales      2.397,2,1,2900,,1,1,ARS,MjAyNi0wMy0xMCAwNzo0ODo0MA==,ADDAFE SA
16168,,6930002110893,MASAJEADOR FACIAL ROLLER,Precio sin impuestos nacionales      7.851,3,1,9500,,1,1,ARS,MjAyNS0xMC0wOSAwMDowNjozNA==,QUEMODA SRL
4419,,7798095231746,PEINE PEDICULOSIS METAL,Precio sin impuestos nacionales      11.736,2,1,14200,,1,1,ARS,MjAyNi0wMy0wNSAyMzo1MDozNw==,ADDAFE SA
16194,,8801038123097,PERFILADORES PARA CEJAS X 3 ,Precio sin impuestos nacionales      0.793,3,1,960,,1,1,ARS,MjAyNS0xMC0wOSAwMDowNjozNA==,BLANCO ALICIA SRL
16466,,7791070000573,CAMPANITA SERVILLETAS SOFT X70 UNIDADES,Precio sin impuestos nacionales      0.909,4,1,1100,,1,1,ARS,MjAyNi0wNC0xNiAxNzo0Mzo0Mg==,CELULOSA CAMPANA SA
17278,,7509552842876,VOGUE DELINEADOR LAPIZ GEL RESIST,Precio sin impuestos nacionales      9.091,2,1,11000,,1,1,ARS,MjAyNi0wMS0xNCAxNjoyNzo0Nw==,LOREAL ARG. SA (VOGUE)
17284,,7509552842869,VOGUE DELINEADOR LIQUIDO PLUMON RESIST,Precio sin impuestos nacionales      13.223,2,1,16000,,1,1,ARS,MjAyNi0wMS0xNCAxNjoyNzo0Nw==,LOREAL ARG. SA (VOGUE)
17286,,7509552840261,VOGUE MASCARA PESTAÑAS AMOR A PRIMERA VISTA  WATERPROOF,Precio sin impuestos nacionales      14.876,2,1,18000,,1,1,ARS,MjAyNi0wMS0xNCAxNjoyNzo0Nw==,LOREAL ARG. SA (VOGUE)
17288,,7509552842852,VOGUE MASCARA PESTAÑAS RESIST 36 HRS,Precio sin impuestos nacionales      14.876,1,1,18000,,1,1,ARS,MjAyNi0wMS0xOCAxMToyOTozMQ==,LOREAL ARG. SA (VOGUE)
17290,,7702433289412,VOGUE POLVO COMPACTO BRONCEADOR,Precio sin impuestos nacionales      9.091,2,1,11000,,1,1,ARS,MjAyNi0wMS0xNCAxNjoyNzo0Nw==,LOREAL ARG. SA (VOGUE)
17292,,7509552840247,VOGUE TINTA PARA CEJAS CAMEL,Precio sin impuestos nacionales      9.917,2,1,12000,,1,1,ARS,MjAyNi0wMS0xNCAxNjoyNzo0Nw==,LOREAL ARG. SA (VOGUE)
17294,,7509552844009,VOGUE TINTA PARA CEJAS CAOBA,Precio sin impuestos nacionales      9.917,0,1,12000,,1,1,ARS,MjAyNi0wMS0xNCAxNjoyNzo0Nw==,LOREAL ARG. SA (VOGUE)
7623,8,7623,DOROTHY GRAY SOMBRA INDIVIDUAL,Precio sin impuestos nacionales      9.174,0,1,11100,,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowMg==,ITALCOSMETICA S.A. DOROTY
18826|7623,8,7794740063519,DOROTHY GRAY SOMBRA INDIVIDUAL,Precio sin impuestos nacionales      9.174,2,1,11100,,1,1,,MjAyMi0wNy0xOCAxODoxNzo0MA==,ITALCOSMETICA S.A. DOROTY
18828|7623,8,7794740067982,DOROTHY GRAY SOMBRA INDIVIDUAL,Precio sin impuestos nacionales      9.174,2,1,11100,,1,1,,MjAyMi0wNy0xOCAxODoxNzo0MA==,ITALCOSMETICA S.A. DOROTY
18830|7623,8,7794740067975,DOROTHY GRAY SOMBRA INDIVIDUAL,Precio sin impuestos nacionales      9.174,2,1,11100,,1,1,,MjAyMi0wNy0xOCAxODoxNzo0MA==,ITALCOSMETICA S.A. DOROTY
18834|7623,8,7794740063564,DOROTHY GRAY SOMBRA INDIVIDUAL,Precio sin impuestos nacionales      9.174,2,1,11100,,1,1,,MjAyMi0wNy0xOCAxODoxNzo0MA==,ITALCOSMETICA S.A. DOROTY
18836|7623,8,7794740063649,DOROTHY GRAY SOMBRA INDIVIDUAL,Precio sin impuestos nacionales      9.174,2,1,11100,,1,1,,MjAyNC0xMS0yMSAxNDo0NTozMA==,ITALCOSMETICA S.A. DOROTY
18838|7623,8,7794740067395,DOROTHY GRAY SOMBRA INDIVIDUAL,Precio sin impuestos nacionales      9.174,2,1,11100,,1,1,,MjAyMy0wNy0zMSAyMzoyNDoyMg==,ITALCOSMETICA S.A. DOROTY
18840|7623,8,7794740063595,DOROTHY GRAY SOMBRA INDIVIDUAL,Precio sin impuestos nacionales      9.174,2,1,11100,,1,1,,MjAyMi0wNy0xOCAxODoxNzo0MA==,ITALCOSMETICA S.A. DOROTY
18842|7623,8,7794740063526,DOROTHY GRAY SOMBRA INDIVIDUAL,Precio sin impuestos nacionales      9.174,2,1,11100,,1,1,,MjAyNS0wNi0xNyAxNToyNjozOQ==,ITALCOSMETICA S.A. DOROTY
17482,5,17482,DOROTHY GRAY BASE MATTE OIL FREE,Precio sin impuestos nacionales      19.008,0,1,23000,,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowMw==,ITALCOSMETICA S.A. DOROTY
17484|17482,5,7794740160324,DOROTHY GRAY BASE MATTE OIL FREE,Precio sin impuestos nacionales      19.008,2,1,23000,,1,1,,MjAyNS0wNi0xMSAwNzoyMjoyOQ==,ITALCOSMETICA S.A. DOROTY
17486|17482,5,7794740160331,DOROTHY GRAY BASE MATTE OIL FREE,Precio sin impuestos nacionales      19.008,2,1,23000,,1,1,,MjAyNC0xMi0wNyAxMToxMjoyOA==,ITALCOSMETICA S.A. DOROTY
17488|17482,5,7794740160348,DOROTHY GRAY BASE MATTE OIL FREE,Precio sin impuestos nacionales      19.008,2,1,23000,,1,1,,MjAyNC0xMi0wNyAxMToxMjoyOA==,ITALCOSMETICA S.A. DOROTY
17490|17482,5,7794740160355,DOROTHY GRAY BASE MATTE OIL FREE,Precio sin impuestos nacionales      19.008,2,1,23000,,1,1,,MjAyNC0wMS0yMiAxNjozNzozMA==,ITALCOSMETICA S.A. DOROTY
27884|17482,5,7794740160713,DOROTHY GRAY BASE MATTE OIL FREE,Precio sin impuestos nacionales      19.008,2,1,23000,,1,1,,MjAyNS0wOC0wOSAxMzoyOTo1MQ==,ITALCOSMETICA S.A. DOROTY
7599,2,7599,DOROTHY GRAY ESMALTE GEL,Precio sin impuestos nacionales      7.603,0,1,9200,9200,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowMw==,ITALCOSMETICA S.A. DOROTY
18858|7599,2,7794740768346,DOROTHY GRAY ESMALTE GEL,Precio sin impuestos nacionales      7.603,2,1,10000,,1,1,,MjAyMy0xMS0yOSAyMToyMzoyOQ==,ITALCOSMETICA S.A. DOROTY
18860|7599,2,,DOROTHY GRAY ESMALTE GEL,Precio sin impuestos nacionales      7.603,2,1,10000,,1,1,,MjAyNS0wNi0wNCAwMToxNDo1MA==,ITALCOSMETICA S.A. DOROTY
7601,2,7601,DOROTHY GRAY FIJADOR MAQUILLAJE,Precio sin impuestos nacionales      11.983,0,1,14500,,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowMw==,ITALCOSMETICA S.A. DOROTY
18862|7601,2,7794740161871,DOROTHY GRAY FIJADOR MAQUILLAJE,Precio sin impuestos nacionales      11.983,2,1,14500,10875,1,1,,MjAyNi0wMi0yMiAyMDo0MTozOQ==,ITALCOSMETICA S.A. DOROTY
18864|7601,2,7794740161888,DOROTHY GRAY FIJADOR MAQUILLAJE,Precio sin impuestos nacionales      11.983,3,1,14500,10875,1,1,,MjAyNS0wMi0xMCAyMToyNzoyMg==,ITALCOSMETICA S.A. DOROTY
7603,10,7603,DOROTHY GRAY LABIAL,Precio sin impuestos nacionales      11.405,0,1,13800,,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowMw==,ITALCOSMETICA S.A. DOROTY
17422|7603,10,7794740062710,DOROTHY GRAY LABIAL,Precio sin impuestos nacionales      11.405,2,1,13800,,1,1,,MjAyMy0wMi0wOCAxOTo0NDo0Mw==,ITALCOSMETICA S.A. DOROTY
17424|7603,10,7794740062840,DOROTHY GRAY LABIAL,Precio sin impuestos nacionales      11.405,2,1,14000,,1,1,,MjAyMy0wNS0xNiAwMTo1NToxNg==,ITALCOSMETICA S.A. DOROTY
18866|7603,10,7794740062734,DOROTHY GRAY LABIAL,Precio sin impuestos nacionales      11.405,2,1,13800,,1,1,,MjAyNC0xMi0wMyAwMDozNjozMg==,ITALCOSMETICA S.A. DOROTY
18870|7603,10,7794740562791,DOROTHY GRAY LABIAL,Precio sin impuestos nacionales      11.405,2,1,13800,,1,1,,MjAyMy0wMi0wOCAxOTo0NDo0Mw==,ITALCOSMETICA S.A. DOROTY
18876|7603,10,7794740062727,DOROTHY GRAY LABIAL,Precio sin impuestos nacionales      11.405,2,1,13800,,1,1,,MjAyNC0xMi0wMyAwMDozNjozMw==,ITALCOSMETICA S.A. DOROTY
27874|7603,10,7794740062376,DOROTHY GRAY LABIAL,Precio sin impuestos nacionales      11.405,2,1,13800,,1,1,,MjAyNS0wOC0wOSAxMzoyODo0Ng==,ITALCOSMETICA S.A. DOROTY
27876|7603,10,7794740564603,DOROTHY GRAY LABIAL,Precio sin impuestos nacionales      11.405,2,1,13800,,1,1,,MjAyNS0wOC0wOSAxMzoyODo0Ng==,ITALCOSMETICA S.A. DOROTY
27878|7603,10,7794740562142,DOROTHY GRAY LABIAL,Precio sin impuestos nacionales      11.405,2,1,14000,,1,1,,MjAyNS0wOC0wOSAxMzoyODo0Ng==,ITALCOSMETICA S.A. DOROTY
27880|7603,10,7794740564795,DOROTHY GRAY LABIAL,Precio sin impuestos nacionales      11.405,2,1,14000,,1,1,,MjAyNS0wOC0wOSAxMzoyODo0Ng==,ITALCOSMETICA S.A. DOROTY
27882|7603,10,7794740998538,DOROTHY GRAY LABIAL,Precio sin impuestos nacionales      11.405,2,1,15000,,1,1,,MjAyNS0wOC0wOSAxMzoyODo0Ng==,ITALCOSMETICA S.A. DOROTY
17432,3,17432,DOROTHY GRAY CORRECTOR BARRA,Precio sin impuestos nacionales      8.926,0,1,10800,,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowMw==,ITALCOSMETICA S.A. DOROTY
18878|17432,3,7794740169136,DOROTHY GRAY CORRECTOR BARRA,Precio sin impuestos nacionales      8.926,3,1,10800,,1,1,,MjAyNS0wMy0wMSAxNTo1Njo1MA==,ITALCOSMETICA S.A. DOROTY
18880|17432,3,7794740169150,DOROTHY GRAY CORRECTOR BARRA,Precio sin impuestos nacionales      8.926,2,1,10800,,1,1,,MjAyNS0xMC0xMyAwOTo0NTowNg==,ITALCOSMETICA S.A. DOROTY
18882|17432,3,7794740169143,DOROTHY GRAY CORRECTOR BARRA,Precio sin impuestos nacionales      8.926,2,1,10800,,1,1,,MjAyNC0wMy0wMSAyMDo0MzoxNg==,ITALCOSMETICA S.A. DOROTY
17440,6,17440,DOROTHY GRAY CORRECTOR CREMA,Precio sin impuestos nacionales      10.579,0,1,12800,,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowMw==,ITALCOSMETICA S.A. DOROTY
18884|17440,6,7794740166104,DOROTHY GRAY CORRECTOR CREMA,Precio sin impuestos nacionales      10.579,2,1,14000,,1,1,,MjAyMy0wNS0xNiAwMTo1NToxNg==,ITALCOSMETICA S.A. DOROTY
18886|17440,6,7794740166111,DOROTHY GRAY CORRECTOR CREMA,Precio sin impuestos nacionales      10.579,2,1,14000,,1,1,,MjAyNS0wNi0zMCAxNzo1MjozNA==,ITALCOSMETICA S.A. DOROTY
18890|17440,6,7794740166159,DOROTHY GRAY CORRECTOR CREMA,Precio sin impuestos nacionales      10.579,2,1,14000,,1,1,,MjAyNC0wNS0yNiAwOTo1NDowOQ==,ITALCOSMETICA S.A. DOROTY
18892|17440,6,7794740166142,DOROTHY GRAY CORRECTOR CREMA,Precio sin impuestos nacionales      10.579,2,1,14000,,1,1,,MjAyNS0wMS0wNSAxODozODoxNg==,ITALCOSMETICA S.A. DOROTY
18894|17440,6,7794740166166,DOROTHY GRAY CORRECTOR CREMA,Precio sin impuestos nacionales      10.579,2,1,14000,,1,1,,MjAyNC0wNi0yNiAwMDo0MjowOQ==,ITALCOSMETICA S.A. DOROTY
18896|17440,6,7794740166135,DOROTHY GRAY CORRECTOR CREMA,Precio sin impuestos nacionales      10.579,2,1,14000,,1,1,,MjAyNC0wNi0yNiAwMDo0MjowOQ==,ITALCOSMETICA S.A. DOROTY
17456,5,17456,DOROTHY GRAY BASE ANTI AGE,Precio sin impuestos nacionales      20.992,0,1,25400,,1,1,ARS,MjAyNi0wNC0wOSAxODoyMjowMw==,ITALCOSMETICA S.A. DOROTY
18898|17456,5,7794740160287,DOROTHY GRAY BASE ANTI AGE,Precio sin impuestos nacionales      20.992,2,1,23300,,1,1,,MjAyMi0wNy0xOCAxODoyNDozNw==,ITALCOSMETICA S.A. DOROTY
18900|17456,5,7794740160294,DOROTHY GRAY BASE ANTI AGE,Precio sin impuestos nacionales      20.992,2,1,23300,,1,1,,MjAyNC0xMC0xMCAxMzozMjoxNA==,ITALCOSMETICA S.A. DOROTY
